,batch,method,dataset,selection_id,data_id,file_names,selection_name,processing,ct_key,n_cts,cells_per_ct_seed,cells_per_ct,bootstrap_seed,permutation,n,gene_key,batch_key,method_specific_processing
0,batch_permutations_HLCA,spapros,HLCA,0,61,selection/spapros_0_HLCA_61.csv,spapros_0_HLCA_61,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_0,50,highly_variable,id,False
1,batch_permutations_HLCA,spapros,HLCA,0,62,selection/spapros_0_HLCA_62.csv,spapros_0_HLCA_62,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_1,50,highly_variable,id,False
2,batch_permutations_HLCA,spapros,HLCA,0,63,selection/spapros_0_HLCA_63.csv,spapros_0_HLCA_63,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_2,50,highly_variable,id,False
3,batch_permutations_HLCA,spapros,HLCA,0,64,selection/spapros_0_HLCA_64.csv,spapros_0_HLCA_64,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_3,50,highly_variable,id,False
4,batch_permutations_HLCA,spapros,HLCA,0,65,selection/spapros_0_HLCA_65.csv,spapros_0_HLCA_65,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_4,50,highly_variable,id,False
5,batch_permutations_HLCA,spapros,HLCA,0,66,selection/spapros_0_HLCA_66.csv,spapros_0_HLCA_66,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_5,50,highly_variable,id,False
6,batch_permutations_HLCA,spapros,HLCA,0,67,selection/spapros_0_HLCA_67.csv,spapros_0_HLCA_67,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_6,50,highly_variable,id,False
7,batch_permutations_HLCA,spapros,HLCA,0,68,selection/spapros_0_HLCA_68.csv,spapros_0_HLCA_68,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_7,50,highly_variable,id,False
8,batch_permutations_HLCA,spapros,HLCA,0,69,selection/spapros_0_HLCA_69.csv,spapros_0_HLCA_69,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_8,50,highly_variable,id,False
9,batch_permutations_HLCA,spapros,HLCA,0,70,selection/spapros_0_HLCA_70.csv,spapros_0_HLCA_70,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_9,50,highly_variable,id,False
10,batch_permutations_HLCA,spapros,HLCA,0,71,selection/spapros_0_HLCA_71.csv,spapros_0_HLCA_71,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_10,50,highly_variable,id,False
11,batch_permutations_HLCA,spapros,HLCA,0,72,selection/spapros_0_HLCA_72.csv,spapros_0_HLCA_72,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_11,50,highly_variable,id,False
12,batch_permutations_HLCA,spapros,HLCA,0,73,selection/spapros_0_HLCA_73.csv,spapros_0_HLCA_73,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_12,50,highly_variable,id,False
13,batch_permutations_HLCA,spapros,HLCA,0,74,selection/spapros_0_HLCA_74.csv,spapros_0_HLCA_74,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_13,50,highly_variable,id,False
14,batch_permutations_HLCA,spapros,HLCA,0,75,selection/spapros_0_HLCA_75.csv,spapros_0_HLCA_75,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_14,50,highly_variable,id,False
15,batch_permutations_HLCA,spapros,HLCA,0,76,selection/spapros_0_HLCA_76.csv,spapros_0_HLCA_76,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_15,50,highly_variable,id,False
16,batch_permutations_HLCA,spapros,HLCA,0,77,selection/spapros_0_HLCA_77.csv,spapros_0_HLCA_77,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_16,50,highly_variable,id,False
17,batch_permutations_HLCA,spapros,HLCA,0,78,selection/spapros_0_HLCA_78.csv,spapros_0_HLCA_78,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_17,50,highly_variable,id,False
18,batch_permutations_HLCA,spapros,HLCA,0,79,selection/spapros_0_HLCA_79.csv,spapros_0_HLCA_79,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_18,50,highly_variable,id,False
19,batch_permutations_HLCA,spapros,HLCA,0,80,selection/spapros_0_HLCA_80.csv,spapros_0_HLCA_80,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_19,50,highly_variable,id,False
20,batch_permutations_HLCA,spapros,HLCA,0,81,selection/spapros_0_HLCA_81.csv,spapros_0_HLCA_81,lognorm,cell_type,None,0,None,None,../MA/benchmarking/data/test_data/permut_data/HLCA_permut.csv:permutation_20,50,highly_variable,id,False
