,eval_batch,eval_dataset,eval_data_id,metric,eval_file_name,eval_summary_file,selection_batch,selection_name,selection_method,selection_id,selection_dataset,selection_data_id
0,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_61.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_61,spapros,0,HLCA,61
1,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_62.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_62,spapros,0,HLCA,62
2,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_63.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_63,spapros,0,HLCA,63
3,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_64.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_64,spapros,0,HLCA,64
4,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_65.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_65,spapros,0,HLCA,65
5,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_66.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_66,spapros,0,HLCA,66
6,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_67.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_67,spapros,0,HLCA,67
7,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_68.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_68,spapros,0,HLCA,68
8,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_69.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_69,spapros,0,HLCA,69
9,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_70.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_70,spapros,0,HLCA,70
10,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_71.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_71,spapros,0,HLCA,71
11,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_72.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_72,spapros,0,HLCA,72
12,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_73.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_73,spapros,0,HLCA,73
13,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_74.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_74,spapros,0,HLCA,74
14,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_75.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_75,spapros,0,HLCA,75
15,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_76.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_76,spapros,0,HLCA,76
16,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_77.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_77,spapros,0,HLCA,77
17,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_78.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_78,spapros,0,HLCA,78
18,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_79.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_79,spapros,0,HLCA,79
19,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_80.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_80,spapros,0,HLCA,80
20,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_81.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_81,spapros,0,HLCA,81
21,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_82.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_82,spapros,0,HLCA,82
22,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_83.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_83,spapros,0,HLCA,83
23,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_84.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_84,spapros,0,HLCA,84
24,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_85.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_85,spapros,0,HLCA,85
25,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_86.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_86,spapros,0,HLCA,86
26,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_87.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_87,spapros,0,HLCA,87
27,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_88.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_88,spapros,0,HLCA,88
28,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_89.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_89,spapros,0,HLCA,89
29,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_90.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_90,spapros,0,HLCA,90
30,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_91.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_91,spapros,0,HLCA,91
31,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_92.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_92,spapros,0,HLCA,92
32,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_93.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_93,spapros,0,HLCA,93
33,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_94.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_94,spapros,0,HLCA,94
34,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_95.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_95,spapros,0,HLCA,95
35,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_96.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_96,spapros,0,HLCA,96
36,eval_on_full_HLCA,HLCA,154,forest_clfs,evaluation/forest_clfs/forest_clfs_HLCA_154_spapros_0_HLCA_97.csv,evaluation/HLCA_154_summary.csv,batch_permutations_HLCA,spapros_0_HLCA_97,spapros,0,HLCA,97
