,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_liver_0,0.7161153584229991,0.27550869404365513,0.7046894334966616,0.7026135238916986
spapros_0_liver_1,0.6753813228839193,0.2692933777284497,0.5880501075450337,0.6067648790357831
spapros_0_liver_2,0.6168468576013325,0.19231720998328689,0.6123833592902912,0.5397451419851386
spapros_0_liver_3,0.3268402764952888,0.0,0.34448541708734504,0.3267979882167719
spapros_0_liver_4,0.6627386717860859,0.2750647428782833,0.6208974539657018,0.6234999694908088
spapros_0_liver_5,0.6045130364759848,0.27403977133438645,0.5694461789662196,0.553212480821281
spapros_0_liver_6,0.6887188223911532,0.2664816870144283,0.6456015350662855,0.6631403725608698
spapros_0_liver_7,0.6063876393170679,0.227508887065901,0.5564480283041845,0.5406210665164612
spapros_0_liver_8,0.6675339882611467,0.26867651080120314,0.613805998887909,0.6181175358953613
spapros_0_liver_9,0.6791112989113672,0.2596398526596855,0.6296765056025229,0.6552047442895053
spapros_0_liver_10,0.6806312755478572,0.28141641562285274,0.6364819030448127,0.6143165038028322
spapros_0_liver_11,0.46670740739757166,0.09968657539742237,0.44515544130818435,0.40785242428468776
spapros_0_liver_12,0.706055334137002,0.27906558849955065,0.7320304749713171,0.716210833201487
spapros_0_liver_13,0.7000100077047877,0.27965223825379204,0.6480817825046837,0.6527227598388848
spapros_0_liver_14,0.67722264894794,0.25270567195913296,0.6746778076262613,0.6202938576712297
spapros_0_liver_15,0.707924680700659,0.28321758892236126,0.7000099544665347,0.7032727522731245
spapros_0_liver_16,0.6811867182103064,0.2789006923524125,0.6763523218775731,0.6675659347391563
spapros_0_liver_17,0.705638620664442,0.2807483748216267,0.6720193188018794,0.6747079834306916
spapros_0_liver_18,0.6912379478250742,0.3072797420855133,0.6129906992496147,0.6294206048103598
spapros_0_liver_19,0.7013149960434495,0.2975677818297128,0.7420060056784823,0.6979946617095909
spapros_0_liver_20,0.7037526600091375,0.29208392791078686,0.6833534573720368,0.6611670396645106
spapros_0_liver_21,0.6882110200848076,0.265438562627676,0.6245966510995564,0.6314226251118802
spapros_0_liver_22,0.7037287835394009,0.2812800591934886,0.6808047788478961,0.6881114220159923
spapros_0_liver_23,0.6733555107753618,0.26416139876787453,0.6125825302732859,0.6332061326387253
spapros_0_liver_24,0.6912786318997558,0.31280587706780816,0.6317410785437019,0.6430918277352904
spapros_0_liver_25,0.6911810643470684,0.28483166851646297,0.6536062330755841,0.672264895935643
spapros_0_liver_26,0.6814508521592779,0.2692847147062268,0.6113133030665064,0.6291151047774204
spapros_0_liver_27,0.706181038427133,0.284473336504413,0.6376433362734939,0.6488209042914044
spapros_0_liver_28,0.7000455832785243,0.2949477123120186,0.6051519232577244,0.6215951477973866
spapros_0_liver_29,0.6866663752279716,0.2718184993439539,0.6532899276182687,0.6542276227320981
spapros_0_liver_30,0.6987877853287303,0.28734739178690333,0.6831856365318179,0.6834069546926037
spapros_0_liver_31,0.6937617214087801,0.27048253263569555,0.6626163920112849,0.6490552409939303
spapros_0_liver_32,0.6681620687226484,0.2697373288938216,0.6238091805410408,0.6287074694634249
spapros_0_liver_33,0.6973985201434473,0.27713651498335173,0.6564612671843139,0.6554622546984064
