,batch,method,dataset,selection_id,data_id,file_names,selection_name,processing,ct_key,n_cts,cells_per_ct_seed,cells_per_ct,bootstrap_seed,permutation,n,gene_key,batch_key,method_specific_processing
0,batch_permutations_eye,spapros,eye,0,0,selection/spapros_0_eye_0.csv,spapros_0_eye_0,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_0,50,highly_variable,donor_id,False
1,batch_permutations_eye,spapros,eye,0,1,selection/spapros_0_eye_1.csv,spapros_0_eye_1,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_1,50,highly_variable,donor_id,False
2,batch_permutations_eye,spapros,eye,0,2,selection/spapros_0_eye_2.csv,spapros_0_eye_2,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_2,50,highly_variable,donor_id,False
3,batch_permutations_eye,spapros,eye,0,3,selection/spapros_0_eye_3.csv,spapros_0_eye_3,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_3,50,highly_variable,donor_id,False
4,batch_permutations_eye,spapros,eye,0,4,selection/spapros_0_eye_4.csv,spapros_0_eye_4,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_4,50,highly_variable,donor_id,False
5,batch_permutations_eye,spapros,eye,0,5,selection/spapros_0_eye_5.csv,spapros_0_eye_5,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_5,50,highly_variable,donor_id,False
6,batch_permutations_eye,spapros,eye,0,6,selection/spapros_0_eye_6.csv,spapros_0_eye_6,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_6,50,highly_variable,donor_id,False
7,batch_permutations_eye,spapros,eye,0,7,selection/spapros_0_eye_7.csv,spapros_0_eye_7,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_7,50,highly_variable,donor_id,False
8,batch_permutations_eye,spapros,eye,0,8,selection/spapros_0_eye_8.csv,spapros_0_eye_8,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_8,50,highly_variable,donor_id,False
9,batch_permutations_eye,spapros,eye,0,9,selection/spapros_0_eye_9.csv,spapros_0_eye_9,lognorm,cell_type,None,0,None,None,../../../../../../lustre/groups/ml01/workspace/lena.strasser/MA/benchmarking/data/test_data/permut_data/eye_permut.csv:permutation_9,50,highly_variable,donor_id,False
