,forest_clfs accuracy,forest_clfs perct acc > 0.8,cluster_similarity nmi_5_20,cluster_similarity nmi_21_60
spapros_0_liver_four_0,0.9778214285714286,1.0,0.62318204731587,0.7154057848863544
spapros_0_liver_four_1,0.9856428571428573,1.0,0.6472966071749325,0.6939405233158796
spapros_0_liver_four_2,0.9767500000000001,1.0,0.6272530353558603,0.7069555863155536
spapros_0_liver_four_3,0.9767500000000001,1.0,0.6272530353558603,0.7069555863155536
spapros_0_liver_four_4,0.9763928571428573,1.0,0.6180876267208437,0.7032801657632552
spapros_0_liver_four_5,0.9854880952380952,1.0,0.624002520678137,0.709450831003845
spapros_0_liver_four_6,0.9854880952380952,1.0,0.624002520678137,0.709450831003845
spapros_0_liver_four_7,0.9664761904761906,1.0,0.6624319049598775,0.718425994588246
spapros_0_liver_four_8,0.9664761904761906,1.0,0.6624319049598775,0.718425994588246
spapros_0_liver_four_9,0.9638214285714286,1.0,0.626033836472913,0.7024708365121425
spapros_0_liver_four_10,0.967297619047619,1.0,0.6223444896512331,0.6932448036689213
spapros_0_liver_four_11,0.967297619047619,1.0,0.6223444896512331,0.6932448036689213
spapros_0_liver_four_12,0.9596428571428572,1.0,0.6074988006171083,0.7063521749346442
spapros_0_liver_four_13,0.9741666666666668,1.0,0.6367028875642544,0.7120677192312417
spapros_0_liver_four_14,0.9712261904761905,1.0,0.6451081881423897,0.7146656449945192
