,eval_batch,eval_dataset,eval_data_id,metric,eval_file_name,eval_summary_file,selection_batch,selection_name,selection_method,selection_id,selection_dataset,selection_data_id
0,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_41.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_41,spapros,1,bone_marrow,41
1,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_42.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_42,spapros,1,bone_marrow,42
2,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_43.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_43,spapros,1,bone_marrow,43
3,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_44.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_44,spapros,1,bone_marrow,44
4,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_45.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_45,spapros,1,bone_marrow,45
5,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_46.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_46,spapros,1,bone_marrow,46
6,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_47.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_47,spapros,1,bone_marrow,47
7,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_48.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_48,spapros,1,bone_marrow,48
8,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_49.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_49,spapros,1,bone_marrow,49
9,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_50.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_50,spapros,1,bone_marrow,50
10,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_51.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_51,spapros,1,bone_marrow,51
11,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_52.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_52,spapros,1,bone_marrow,52
12,eval_on_full_bone_marrow,bone_marrow,84,forest_clfs,evaluation/forest_clfs/forest_clfs_bone_marrow_84_spapros_0_bone_marrow_53.csv,evaluation/bone_marrow_84_summary.csv,batch_permutations_bone_marrow,spapros_0_bone_marrow_53,spapros,1,bone_marrow,53
