,eval_batch,eval_dataset,eval_data_id,metric,eval_file_name,eval_summary_file,selection_batch,selection_name,selection_method,selection_id,selection_dataset,selection_data_id
0,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_0.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_0,spapros,0,liver,0
1,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_1.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_1,spapros,0,liver,1
2,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_2.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_2,spapros,0,liver,2
3,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_3.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_3,spapros,0,liver,3
4,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_4.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_4,spapros,0,liver,4
5,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_5.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_5,spapros,0,liver,5
6,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_6.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_6,spapros,0,liver,6
7,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_7.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_7,spapros,0,liver,7
8,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_8.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_8,spapros,0,liver,8
9,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_9.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_9,spapros,0,liver,9
10,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_10.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_10,spapros,0,liver,10
11,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_11.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_11,spapros,0,liver,11
12,eval_on_full_liver,liver,34,forest_clfs,evaluation/forest_clfs/forest_clfs_liver_34_spapros_0_liver_12.csv,evaluation/liver_34_summary.csv,batch_permutations_liver,spapros_0_liver_12,spapros,0,liver,12
